cveEnt,entidad federativa,cveMun,municipio,población,pobreza extrema (%),pobreza extrema (personas),carencia por acceso a la alimentación (%),carencia por acceso a la alimentación (personas),población pobre extrema y que también es carente por acceso a la alimentación (%), población pobre extrema y que también es carente por acceso a la alimentación (personas)
07,Chiapas,07034,Frontera Comalapa,60723,33.038849999999996,20062,28.04082,17027,17.928749999999997,10886.874862499999
07,Chiapas,07035,Frontera Hidalgo,10856,28.577269999999999,3102,32.706449999999997,3551,19.33522,2099.0314831999999
07,Chiapas,07036,La Grandeza,10175,49.11448,4997,32.862879999999997,3344,25.843670000000003,2629.5934225000001
07,Chiapas,07037,Huehuetán,30465,30.036669999999997,9151,24.562200000000001,7483,15.33358,4671.3751469999997
07,Chiapas,07038,Huixtán,24829,60.476140000000001,15016,44.555210000000002,11063,35.445910000000005,8800.8649939000006
07,Chiapas,07039,Huitiupán,26566,59.499720000000003,15807,32.517560000000003,8639,26.558369999999996,7055.4965741999995
07,Chiapas,07040,Huixtla,44810,17.9725,8053,21.80903,9773,11.350540000000001,5086.176974
07,Chiapas,07041,La Independencia,55029,49.468269999999997,27222,25.172929999999997,13852,19.21735,10575.1155315
07,Chiapas,07042,Ixhuatán,12791,42.840170000000001,5480,32.780799999999999,4193,25.365120000000001,3244.4524992000001
07,Chiapas,07043,Ixtacomitán,10612,35.021039999999999,3716,32.53546,3453,24.220939999999999,2570.3261527999998
07,Chiapas,07044,Ixtapa,27753,45.228160000000003,12552,35.089530000000003,9738,26.552859999999999,7369.2152358000003
07,Chiapas,07045,Ixtapangajoya,6678,43.085679999999996,2877,33.960249999999995,2268,25.33128,1691.6228784
07,Chiapas,07046,Jiquipilas,35448,21.309670000000001,7554,28.57105,10128,13.503499999999999,4786.7206799999994
07,Chiapas,07047,Jitotol,20800,64.572000000000003,13431,37.254440000000002,7749,32.359589999999997,6730.7947199999999
07,Chiapas,07048,Juárez,20496,23.14425,4744,25.241499999999998,5173,13.308010000000001,2727.6097296000003
07,Chiapas,07049,Larráinzar,21961,73.000749999999996,16032,47.565380000000005,10446,41.956759999999996,9214.1240636000002
07,Chiapas,07050,La Libertad,5649,22.504750000000001,1271,28.257910000000003,1596,14.80795,836.50109550000002
07,Chiapas,07051,Mapastepec,40277,33.212989999999998,13377,25.381229999999999,10223,15.93328,6417.4471856
07,Chiapas,07052,Las Margaritas,123998,60.758270000000003,75339,33.945370000000004,42092,28.57809,35436.260038200002
07,Chiapas,07053,Mazapa de Madero,8377,38.716720000000002,3243,29.04074,2433,22.15399,1855.8397423000001
07,Chiapas,07054,Mazatán,27773,28.455680000000001,7903,30.804459999999999,8555,17.163650000000001,4766.8605145000001
07,Chiapas,07055,Metapa,4452,16.54861,737,21.267700000000001,947,11.694740000000001,520.64982480000003
07,Chiapas,07056,Mitontic,13370,71.760480000000001,9594,55.46499,7416,46.703470000000003,6244.2539390000002
07,Chiapas,07057,Motozintla,67890,34.739100000000001,23584,28.038020000000003,19035,20.234349999999999,13737.100215
07,Chiapas,07058,Nicolás Ruíz,4867,55.476739999999999,2700,34.074480000000001,1658,27.102490000000003,1319.0781883
07,Chiapas,07059,Ocosingo,241505,59.662469999999999,144088,34.753079999999997,83930,29.34694,70874.327447000003
07,Chiapas,07060,Ocotepec,12603,63.140410000000003,7958,38.334669999999996,4831,34.013750000000002,4286.7529125000001
07,Chiapas,07061,Ocozocoautla de Espinosa,84570,37.725850000000001,31905,39.294630000000005,33231,25.596679999999999,21647.112276
07,Chiapas,07062,Ostuacán,17022,25.31512,4309,31.466830000000002,5356,19.293520000000001,3284.1429744000002
07,Chiapas,07063,Osumacinta,4005,29.988330000000001,1201,28.189989999999998,1129,21.282680000000003,852.37133400000005
07,Chiapas,07064,Oxchuc,49819,62.005880000000005,30891,52.74926,26279,44.31176,22075.6757144
07,Chiapas,07065,Palenque,113458,38.515389999999996,43699,33.29945,37781,23.5182,26683.279355999999
07,Chiapas,07066,Pantelhó,23258,70.346530000000001,16361,38.5854,8974,34.912050000000001,8119.8445890000003
07,Chiapas,07067,Pantepec,11526,52.374390000000005,6037,33.631139999999995,3876,28.273969999999998,3258.8577821999997
07,Chiapas,07068,Pichucalco,29906,15.159839999999999,4534,29.046870000000002,8687,12.200990000000001,3648.8280694
07,Chiapas,07069,Pijijiapan,52363,36.846609999999998,19294,26.120799999999999,13678,18.580870000000001,9729.5009580999995
07,Chiapas,07070,El Porvenir,17147,38.600459999999998,6619,32.233240000000002,5527,22.779,3905.9151299999999
07,Chiapas,07071,Villa Comaltitlán,25951,37.323060000000005,9686,27.015990000000002,7011,17.429849999999998,4523.2203735000003
07,Chiapas,07072,Pueblo Nuevo Solistahuacán,34201,54.30039,18571,42.169889999999995,14423,35.58614,12170.8157414
07,Chiapas,07073,Rayón,9911,48.760460000000002,4833,34.065649999999998,3376,28.282020000000003,2803.0310022000003
07,Chiapas,07074,Reforma,34622,15.53931,5380,22.290369999999999,7717,9.9001099999999997,3427.6160841999999
07,Chiapas,07075,Las Rosas,28036,43.947980000000001,12321,39.0929,10960,30.748429999999999,8620.6298348
07,Chiapas,07076,Sabanilla,31789,66.31953,21082,42.307280000000006,13449,35.503689999999999,11286.2680141
07,Chiapas,07077,Salto de Agua,55014,39.080379999999998,21500,44.064750000000004,24242,28.095019999999998,15456.194302799999
07,Chiapas,07078,San Cristóbal de las Casas,149924,21.256710000000002,31869,25.733930000000001,38581,15.469799999999999,23192.942952000001
07,Chiapas,07079,San Fernando,34637,26.46912,9168,28.108029999999999,9736,16.197600000000001,5610.3627120000001
07,Chiapas,07080,Siltepec,38920,40.305289999999999,15687,29.127409999999998,11336,22.42389,8727.3779880000002
07,Chiapas,07081,Simojovel,46765,68.641329999999996,32100,24.049630000000001,11247,22.214919999999999,10388.807337999999
07,Chiapas,07082,Sitalá,12785,74.621589999999998,9540,39.132460000000002,5003,35.733460000000001,4568.5228610000004
07,Chiapas,07083,Socoltenango,18439,37.634320000000002,6939,38.410699999999999,7083,24.866579999999999,4585.1486862000002
07,Chiapas,07084,Solosuchiapa,9567,34.032449999999997,3256,30.730540000000001,2940,20.952970000000001,2004.5706399000001
